Name,Symbol,Gene Symbol,Description,Accession,Entrez,Ensembl,Chromosome,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Modifications,Acetyl (K) Count,Acetyl (K) Positions,CrATFL_126_1_Proteins,CrATFL_127N_1_Proteins,CrATFL_127C_1_Proteins,CrATKO_128N_1_Proteins,CrATKO_128C_1_Proteins,CrATKO_129N_1_Proteins,DFC_129C_1_Proteins,DFC_130N_1_Proteins,DKO_130C_1_Proteins,DKO_131_1_Proteins,CrATFL_126_1_Proteins_norm,CrATFL_127N_1_Proteins_norm,CrATFL_127C_1_Proteins_norm,CrATKO_128N_1_Proteins_norm,CrATKO_128C_1_Proteins_norm,CrATKO_129N_1_Proteins_norm,DFC_129C_1_Proteins_norm,DFC_130N_1_Proteins_norm,DKO_130C_1_Proteins_norm,DKO_131_1_Proteins_norm,CrATFL_126_1_Proteins_norm_log2,CrATFL_127N_1_Proteins_norm_log2,CrATFL_127C_1_Proteins_norm_log2,CrATKO_128N_1_Proteins_norm_log2,CrATKO_128C_1_Proteins_norm_log2,CrATKO_129N_1_Proteins_norm_log2,DFC_129C_1_Proteins_norm_log2,DFC_130N_1_Proteins_norm_log2,DKO_130C_1_Proteins_norm_log2,DKO_131_1_Proteins_norm_log2,A,DKOvsDFC_Log2FC,CrATKOvsCrATFL_Log2FC,DKOvsCrATKO_Log2FC,DFCvsCrATFL_Log2FC,DKOvsDFC_t,CrATKOvsCrATFL_t,DKOvsCrATKO_t,DFCvsCrATFL_t,DKOvsDFC_p_value,CrATKOvsCrATFL_p_value,DKOvsCrATKO_p_value,DFCvsCrATFL_p_value,F,F.p.value,DKOvsDFC_significant,CrATKOvsCrATFL_significant,DKOvsCrATKO_significant,DFCvsCrATFL_significant
CapZ-interacting protein,Rcsd1,Rcsd1,CapZ-interacting protein OS=Mus musculus GN=Rcsd1 PE=1 SV=1,Q3UZA1,226594,ENSMUSG00000040723.14,1,False,False,False,34,10,25,2,10,,0,,176.2,235.1,228.9,219.8,214.8,238.7,233.2,227.2,210.3,240.3,221.32804937899417,221.2844178696571,207.64155753930956,214.57811373041355,215.67976731258037,241.52230050263975,224.58112618659234,230.4694317555145,219.88904747801232,228.87273212577026,-0.007000401216651575,-0.007284834968563025,-0.09909148510549315,-0.05168376638562311,-0.04429585460983709,0.11896970393334971,0.014049988858874762,0.05138871213322904,-0.016410953446574617,0.04135889080727928,7.79704288955755,-0.0202453818157,0.0454556014095333,0.00481060770105302,0.0705115909262863,-0.261106132750709,0.7179994944343909,0.0679644279696921,0.996190136537007,0.800159632802015,0.491813106033036,0.947368835338604,0.34637749006054996,0.383304051716098,0.7677929879964058,0,0,0,0
Adipocyte plasma membrane-associated protein,Apmap,Apmap,Adipocyte plasma membrane-associated protein OS=Mus musculus GN=Apmap PE=1 SV=1,Q9D7N9,71881,ENSMUSG00000033096.7,2,False,False,False,25,9,24,9,9,,0,,142.7,187.3,196.1,203.3,181.9,185.5,190.7,189.8,175.8,196.9,179.2480853937711,176.2933707655754,177.88776510903713,198.4701115622979,182.64501710502032,187.69328338181683,183.6518900676808,192.53124184505572,183.8159512441016,187.53658325245178,-0.04451676451948039,-0.06849624823671707,-0.05550718632720919,0.10244728865169961,-0.017432078801942197,0.021902550501560647,-0.009500729887044201,0.05861809579147881,-0.008212506893127802,0.020697579720788006,7.53033066341573,-0.0183161465383881,0.0918126531449088,-0.0293967170366116,0.0807320826466853,-0.28478783008666897,1.74837860823524,-0.500699055483834,1.37506774916718,0.782549809021109,0.11592070429907302,0.629153863125018,0.20389143657652803,1.1733973907156101,0.37506886405453704,0,0,0,0
Protein FAM49B,Fam49b,Fam49b,Protein FAM49B OS=Mus musculus GN=Fam49b PE=1 SV=1,Q921M7,223601,ENSMUSG00000022378.13,15,False,False,False,23,6,22,5,6,,0,,135.8,163.1,175.4,178.7,172.5,172.5,169.8,186.9,150.6,190.6,170.5808689311431,153.51547662501517,159.11021927651768,174.45454469347087,173.20651704571745,174.5395761906383,163.5243363056749,189.5895105418383,157.46690703846244,181.53617454503458,0.009910325036035061,-0.14216142098133133,-0.0905190292880782,0.04230565263500452,0.03194768488601252,0.04300867033283584,-0.05104016986021431,0.16233361730207374,-0.10549686257805746,0.09971153251572318,7.40440171862918,-0.0585393887520951,0.113344044362408,-0.041980000982452005,0.129903432132051,-0.6033166219238671,1.4306764948094197,-0.473947432319363,1.46658877245367,0.561880250265249,0.187860781814162,0.647346108479096,0.178101029482043,0.9678315313871999,0.45107808154325396,0,0,0,0
60S ribosomal protein L18a,Rpl18a,Rpl18a,60S ribosomal protein L18a OS=Mus musculus GN=Rpl18a PE=1 SV=1,P62717,76808,ENSMUSG00000045128.9,8,False,False,False,55,12,37,0,12,,0,,311.6,439.6,481.3,406.7,393.0,438.8,442.7,434.6,402.4,450.3,391.40647097897045,413.76703571034136,436.6006188015277,397.0378473801601,394.6096301389389,443.98820888378015,426.33818423157993,440.8539394407862,420.7482296963963,428.8863557063435,-0.09832001294551773,-0.018168908542474327,0.05932655443357149,-0.07771108274284266,-0.08656145631940326,0.08353374238464539,0.02501065288612203,0.07331313093970948,0.0059695807570516735,0.03360779914913614,8.71084381042767,-0.0293732019598227,-0.00785880987439214,0.0467016221789578,0.0682160142643884,-0.35951683971078,-0.11780679957992801,0.6261675180491659,0.914628879045327,0.7278834753292601,0.9089279761473371,0.547473066990352,0.38532992333405197,0.443385856237526,0.7280538555040319,0,0,0,0
Developmentally-regulated GTP-binding protein 1,Drg1,Drg1,Developmentally-regulated GTP-binding protein 1 OS=Mus musculus GN=Drg1 PE=1 SV=1,P32233,13494,ENSMUSG00000020457.13,11,False,False,False,21,5,21,5,5,,0,,146.5,248.1,234.8,252.4,229.7,224.5,229.3,258.1,226.6,224.7,184.02133503985613,233.52047670549518,212.9936116654866,246.40362104438753,230.64079400232637,227.15440495535242,220.82526687215108,261.8140859863482,236.93227845229475,214.01457723121337,-0.29594781165384365,0.04772821044445763,-0.08501069037751563,0.1252026068213059,0.02982685795628459,0.00785243165369387,-0.032915595587216906,0.21272186789612935,0.06865390681577299,-0.07811178396906904,7.819677040383941,-0.0946320747311065,0.165370729339394,-0.0590229040537462,0.200979900016754,-0.758267604654297,1.6228874867871397,-0.518078222789857,1.76411701671521,0.46857362679307296,0.140655455663978,0.617475302271274,0.11311915035089999,1.32834663100731,0.32733079567059004,0,0,0,0
Elongin-C,Eloc,Tceb1; Eloc,Elongin-C OS=Mus musculus GN=Eloc PE=1 SV=1,A0A087WNT1,67923,ENSMUSG00000079658.9,1,False,False,False,55,7,32,0,7,,0,,395.2,492.9,511.2,382.1,475.8,435.7,447.7,440.8,467.4,487.5,496.41796319284055,463.93487693727764,463.7237405596114,373.0222805113331,477.74875832088327,440.8515556304991,431.1533884808636,447.14315808904405,488.71203419506867,464.3173404549022,0.1307969306505914,0.033163916252625825,0.03250719748879405,-0.28149658577436476,0.07549373303286266,-0.040465440030279964,-0.07255717223509883,-0.02002158959731659,0.1082262398074505,0.03435277040472684,8.82461458035457,0.117578886022295,-0.14764544572126503,0.15344560269668,-0.11177872904688099,1.07985034849013,-1.66073338545956,1.54375828687253,-1.1245635992795702,0.309580354126606,0.132729729046212,0.15862674867528198,0.291201142062206,1.3373247485891,0.32478662959675,0,0,0,0
28 kDa heat- and acid-stable phosphoprotein,Pdap1,Pdap1,28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus GN=Pdap1 PE=1 SV=1,Q3UHX2,231887,ENSMUSG00000029623.14,5,False,False,False,39,8,27,8,8,,0,,122.6,175.4,184.4,189.8,167.8,194.5,173.5,181.8,158.9,178.0,154.00010700263726,165.0926707543082,167.27436963848265,185.29083706111234,168.48726701606603,196.79969605263273,167.08758745014484,184.41612100859393,166.14536207444678,169.53535713020017,-0.15958709445118036,-0.05924237418174805,-0.040302040236738,0.10727309168135868,-0.029878880160323362,0.19420954472023055,-0.04191388488089487,0.10044632881775772,-0.05007242683473123,-0.020932264473723983,7.42637463756245,-0.064768567622659,0.176911755036977,-0.126036931067985,0.11564339159165099,-0.7209602867487059,2.4118448704505,-1.5368641958035,1.41012786103641,0.490079740974441,0.0403545374798427,0.160286068468102,0.19365241703400501,2.11493682115409,0.17159181562158898,0,0,0,0
Acylphosphatase,Acyp1,,Acylphosphatase OS=Mus musculus GN=Acyp1 PE=1 SV=1,E9QJT5,,ENSMUSG00000008822.15,12,False,False,False,41,7,26,0,7,,0,,216.6,362.7,400.7,362.3,357.0,350.9,374.7,368.0,339.7,371.7,272.0752298268453,341.3860415198835,363.4861166710412,353.6926779095943,358.4621831033109,355.0489117988114,360.85140644132144,373.29555847724185,355.18929827998465,354.02411373761464,-0.3533747807370773,-0.02597632685964335,0.06451986356128003,0.025115954910093663,0.04444052811287236,0.030637387045400644,0.05402447977915337,0.10293794536458378,0.031207716492508197,0.026467232330832147,8.44123658776589,-0.0496437381601975,0.138341704701268,-0.00456048227778716,0.18342496058367896,-0.41474110487194704,1.4155048326947501,-0.0417363051854566,1.67865582349448,0.6884923365558471,0.192122133192388,0.9676624101949541,0.129120477992469,1.1718056233877001,0.375599032482994,0,0,0,0
Aspartyl/asparaginyl beta-hydroxylase,Asph,Asph,Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus GN=Asph PE=1 SV=1,Q8BSY0,65973,ENSMUSG00000028207.18,4,False,False,False,14,7,64,0,5,,0,,367.9,649.9,593.2,522.4,589.5,471.9,600.7,435.2,569.3,573.6,462.1259328407035,611.7088182623995,538.1082216352925,509.9891110680984,591.9144452084083,477.47957103978086,578.4986385089453,441.4625735035208,595.2583677091412,546.3229261229372,-0.2035335745421296,0.20102544864527694,0.016076724415411192,-0.0613531811664636,0.15356903989383497,-0.1563806163896242,0.12049393880680803,-0.2695284914991518,0.1616963708347523,0.03793434100127868,9.05567581493559,0.17433263226418697,-0.0259111187269347,0.12120360847209698,-0.079040142519025,1.04052959818178,-0.18941202386240802,0.792468345244659,-0.5167899845521,0.32648062375634396,0.8541675346751,0.4494091220818479,0.6183371238948371,0.38552601291768795,0.7663005061430171,0,0,0,0
1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,Agpat3,Agpat3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Mus musculus GN=Agpat3 PE=1 SV=2,Q9D517,28169,ENSMUSG00000001211.15,10,False,False,False,21,8,34,7,8,,0,,274.1,446.7,451.2,404.7,415.2,403.9,432.9,345.7,464.4,490.4,344.30203368207896,420.4498063052991,409.2960714798448,395.0853622688733,416.9005558109095,408.6755641936162,416.90038390298383,350.6746591456046,485.5752432182069,467.0794333519672,-0.2498028423689842,0.03845603562397848,-0.0003327253200797742,-0.05131314872312487,0.0262257507049366,-0.0025215615030340643,0.02622515581303908,-0.2233443641667474,0.2462173236295193,0.1901903763105004,8.67733373461525,0.316763454146864,0.0613568575146211,0.22740683647708,-0.0279997601551631,2.8026170767868,0.664871063182017,2.2040570593524,-0.271377369239211,0.0215506867802252,0.523571233512386,0.056350285543963,0.79250644830233,3.38811380068058,0.0701442866291702,0,0,0,0
26S proteasome non-ATPase regulatory subunit 9,Psmd9,Psmd9,26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus GN=Psmd9 PE=1 SV=1,Q9CR00,67151,ENSMUSG00000029440.15,5,False,False,False,32,6,23,2,6,,0,,173.4,211.4,212.2,222.4,205.4,203.1,215.8,202.1,209.2,226.9,217.8109180608263,198.97714137662913,192.4925229787745,217.11634437508633,206.2412672532775,205.50137927141236,207.82421539908506,205.00824013111568,218.73889078649628,216.10995804967652,0.06363109369159137,-0.06684247663207987,-0.11464277113959387,0.05902315599547414,-0.015112145670233446,-0.020297102245452336,-0.0040814142467837655,-0.02376328038489639,0.06976456867540826,0.05232037195657124,7.70330136895073,0.0749648176318294,0.0471560207199584,0.0531711676227236,0.0253623707108526,1.02057990981841,0.7862710862394029,0.7929692502307841,0.378242212572081,0.33532211912412296,0.452842400315313,0.44913238484833395,0.7144238902582329,0.7818912395604879,0.5345652732881491,0,0,0,0
Myotubularin,Mtm1,Mtm1,Myotubularin OS=Mus musculus GN=Mtm1 PE=1 SV=2,Q9Z2C5,17772,ENSMUSG00000031337.16,X,False,False,False,13,7,24,0,7,,0,,153.0,200.2,209.3,190.4,197.1,183.5,200.8,168.0,189.5,217.9,192.1861041713173,188.43530607190704,189.8618523065858,185.87658259449836,197.90727252006323,185.6696361216355,193.3786026512339,170.41753756569736,198.14063003843714,207.5379456105091,0.011120746459688746,-0.017313980768850712,-0.006433217388730483,-0.037038255010171106,0.05344134746497531,-0.03864538040111132,0.0200448886258906,-0.16230947068858992,0.05514146389683994,0.12199185781005983,7.57523947054081,0.1596989518848,-0.0032052787494709603,0.0959807568355506,-0.0669234737987203,2.09615681061906,-0.0515267957742806,1.38005532073625,-0.9622563849576579,0.0669694739519235,0.9600834463235609,0.20240698434668,0.36221185797354205,1.4946021202521003,0.283740773035839,0,0,0,0
Protein MEMO1,Memo1,Memo1,Protein MEMO1 OS=Mus musculus GN=Memo1 PE=1 SV=1,Q91VH6,76890,ENSMUSG00000058704.7,17,False,False,False,32,8,26,7,8,,0,,196.8,270.1,277.9,239.1,254.9,245.4,270.3,242.4,231.5,266.8,247.2040869340866,254.2276531969136,252.09082062111892,233.41959505433064,255.94400692726597,248.30151882424715,260.30994171627754,245.8881613447919,242.05570371450236,254.11254652998545,-0.011862757205120644,0.02855561348008795,0.01637823413208661,-0.09463967503052206,0.03826287301965614,-0.005472265892817241,0.06266505978577719,-0.01956307630579701,-0.042226262438051165,0.027902256454702012,7.9614215419648495,-0.0287129947316638,-0.0316400527702454,0.0134543529762174,0.0105272949376358,-0.41606502156534503,-0.5615204064570699,0.21356798756985798,0.167105263133755,0.6875595582817859,0.588783446358754,0.835864242224867,0.87115280641674,0.186957110312837,0.90251033414754,0,0,0,0
Band 4.1-like protein 2,Epb41l2,Epb4.1l2; Epb41l2,Band 4.1-like protein 2 OS=Mus musculus GN=Epb41l2 PE=1 SV=2,O70318,13822,ENSMUSG00000019978.16,10,False,False,False,12,11,28,1,11,,0,,159.4,239.1,289.7,388.4,268.8,260.6,299.8,285.4,259.0,379.0,200.2252614699868,225.04935904991495,262.794928873473,379.17260861188635,269.90093786602233,263.68123800162516,288.71964678705143,289.50693584077396,270.8096210024022,360.976968271606,-0.4656095498548156,-0.2969920976181779,-0.07329611709899808,0.4556211943761159,-0.03480356352471148,-0.06843863228851355,0.06243572989801649,0.06636435839608978,-0.029954559312660223,0.3846732370276449,8.111089743265769,0.11295929471043901,0.39609225437829504,0.0598996726698591,0.343032632337715,0.551467645685638,2.3683181591031803,0.32034145052949203,1.83452707041766,0.5953580137828101,0.0432815019269582,0.7563606561343442,0.10134092529342098,2.7449255460868103,0.10790222085663799,0,0,0,0
Hypoxia up-regulated protein 1,Hyou1,Hyou1,Hypoxia up-regulated protein 1 OS=Mus musculus GN=Hyou1 PE=1 SV=1,Q9JKR6,12282,ENSMUSG00000032115.14,9,False,False,False,10,9,27,3,9,,0,,167.7,210.7,211.7,199.9,198.2,195.8,226.2,212.9,203.1,238.2,210.65104359169877,198.31827667008397,192.03895906977644,195.1508868731104,199.01177784615186,198.11506677175058,217.83984023759515,215.9636532603391,212.36074913354398,226.87259588996451,0.029824062445874766,-0.05721336078568395,-0.10363197963499626,-0.08044098157163226,-0.05217718639016766,-0.05869239852613717,0.07823682866679249,0.06575752609943564,0.041486135136392654,0.13685135456012087,7.688887190538959,0.0171715674651436,-0.0200964295043766,0.15293893367756697,0.115670936708047,0.253937443075316,-0.363983197062904,2.477567427411,1.8738364273557901,0.8055146219886609,0.724663863719388,0.0363052501623001,0.0952758190009554,3.2214419154598097,0.0781277828797402,0,0,0,0
Protein CDV3,Cdv3,Cdv3,Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=2,Q4VAA2,321022,ENSMUSG00000032803.15,9,False,False,False,49,10,30,0,10,,0,,212.7,316.9,324.7,283.5,288.3,279.5,315.1,292.0,278.4,294.6,267.17636834796855,298.27746500593076,294.54440250333687,276.76476452489646,289.48080501032086,282.80470461033855,303.4541717898596,296.20191053085495,291.09420265277515,280.59054050874704,-0.10749546254050912,0.05136711539653227,0.033197266260792446,-0.056627587869378715,0.008179818535539951,-0.02548174978199036,0.07619078431180171,0.04129307603181154,0.016198237306257468,-0.03682149765085363,8.16914405992167,-0.0690535603441056,-0.016999479410881,0.0143315428663087,0.0663856237995333,-0.9619027626430658,-0.290018931424239,0.21868987016082603,1.01300073444254,0.3623796517199411,0.7786772413812719,0.831996383904812,0.338728543457352,0.589299592699639,0.637935507132676,0,0,0,0
Exportin-1,Xpo1,Xpo1,Exportin-1 OS=Mus musculus GN=Xpo1 PE=1 SV=1,Q6P5F9,103573,ENSMUSG00000020290.14,11,False,False,False,10,8,23,5,8,,0,,210.6,286.5,296.7,283.8,286.9,279.0,294.3,297.5,277.1,310.1,264.53851985934267,269.6639120359709,269.1448235994458,277.05763729158946,288.07507095893527,282.2987927952932,283.42292211283933,301.7810561059224,289.7349265628018,295.3534508206465,-0.09157335262142219,-0.06388869848739098,-0.06666848469098596,-0.02486502678437752,0.03139365666334015,0.002171796058048514,0.007905279088699757,0.09845108220114085,0.03968244379298902,0.06739130477996191,8.13890735306763,0.00035869364155694,0.0769436539122719,0.0506367323074706,0.127221692578185,0.00591672104734365,1.5544467599544298,0.9149844453590451,2.29884245125581,0.9954142260515458,0.15608450483587197,0.38515345575204296,0.0483965736026206,2.52689379927444,0.126058781311849,0,0,0,0
Complement factor H,Cfh,Cfh,Complement factor H OS=Mus musculus GN=Cfh PE=1 SV=1,E9Q8I0,12628,ENSMUSG00000026365.15,1,False,False,False,14,15,44,0,14,,0,,368.5,521.9,762.4,671.1,601.4,550.5,670.7,715.0,521.2,655.7,462.87960383745377,491.2307004941473,691.5942484402342,655.1563790922681,603.8631846451854,557.0089083649065,645.9114979989173,725.2889247587715,544.9651523801238,624.5187284846756,-0.36131562195129163,-0.27555188779772344,0.21797325545210455,0.13988668864876175,0.022269104182093713,-0.09425221449335375,0.11938388657648602,0.28660320338500256,-0.12578863540687735,0.07079222140478159,9.21580880535421,-0.230491751981791,0.16226594421147,-0.0501327331135499,0.34262496307971096,-1.27406702800294,1.0985248821326,-0.30356303941769003,2.07465798717324,0.236012977603488,0.30179647732024295,0.768680990162376,0.0693066055352835,1.46613078849711,0.29070080222878003,0,0,0,0
60S ribosomal protein L30,Rpl30,Rpl30; Rpl30-ps8; Gm12191,60S ribosomal protein L30 OS=Mus musculus GN=Rpl30 PE=1 SV=2,P62889,19946,ENSMUSG00000058600.13,15; 12; 11,False,False,False,71,7,39,7,7,,0,,229.1,282.9,299.7,258.2,274.6,274.3,291.0,262.8,271.7,301.6,287.77670892580915,266.2754649737388,271.8662070534341,252.06582786711908,275.72469322176244,277.54322173386714,280.24488730831206,266.58171947776947,284.08870280445046,287.2576612947662,0.06690379352627751,-0.0451265368666629,-0.015149203788936916,-0.12424549166899634,0.0051824379105180896,0.014666420058517815,0.028642013812692824,-0.04346818669045582,0.04829542240228868,0.06429933130474552,8.10190222919888,0.0637104632924004,-0.03700822885688201,0.0910962547535021,-0.00962243739578028,0.8656141353228921,-0.615825271759974,1.35582838463753,-0.143215259352855,0.41021481566978296,0.553966898083755,0.20970553350641102,0.889421671414803,0.62124796413846,0.6195437326636409,0,0,0,0
Serine/threonine-protein kinase Nek9,Nek9,Nek9,Serine/threonine-protein kinase Nek9 OS=Mus musculus GN=Nek9 PE=1 SV=2,Q8K1R7,217718,ENSMUSG00000034290.9,12,False,False,False,14,10,26,10,10,,0,,254.9,347.3,405.5,356.1,358.3,359.9,376.6,375.0,399.8,422.0,320.1845617860705,326.8910179758907,367.84033019742253,347.6399740646054,359.76750757959746,364.1553244696273,362.6811840560493,380.3962892091459,418.02967751644945,401.93213881429483,-0.18437308736677238,-0.15446709849140028,0.015802831191546574,-0.0656828522237003,-0.0162119396364222,0.0012771045243926693,-0.004574934979300949,0.06422633764724495,0.20032853331436584,0.1436751060200514,8.507133024809459,0.14217611833323598,0.0808065557769666,0.19887438211244798,0.13750481955617902,1.78117229995796,1.23985673431126,2.72928410467725,1.88706918580894,0.110154305668931,0.247813845131142,0.0242327590897099,0.0933123313406029,5.121726111681941,0.0260550607313464,0,0,0,0
Dual specificity protein phosphatase 23,Dusp23,Dusp23,Dual specificity protein phosphatase 23 OS=Mus musculus GN=Dusp23 PE=1 SV=1,Q6NT99,68440,ENSMUSG00000026544.6,1,False,False,False,59,8,27,8,8,,0,,230.4,377.5,377.4,367.8,374.1,364.4,370.9,337.7,327.4,323.3,289.4096627521014,355.3163238868377,342.35003851173184,359.06201196563285,375.6322204452342,368.70853080503525,357.1918512118658,342.55953830914285,342.32845527485125,307.9257357314254,-0.2453610558253274,0.05062982334764499,-0.0030019721913081554,0.0657588799465092,0.1308466708250009,0.10400664952304872,0.05822502103081284,-0.002119390494550899,-0.003092928834774966,-0.15589169732707653,8.42233033668813,-0.107545128349056,0.16611513498785,-0.179696379845781,0.0939638834911243,-1.0484117142956801,1.98333445034141,-1.91898276216954,1.0034429900075001,0.323037044505805,0.0801420013897178,0.0887333812114405,0.34306155884941,1.8172964005962398,0.21712412264488398,0,0,0,0
Vesicle-trafficking protein SEC22b,Sec22b,Sec22b,Vesicle-trafficking protein SEC22b OS=Mus musculus GN=Sec22b PE=1 SV=3,O08547,20333,ENSMUSG00000027879.9,3,False,False,False,43,9,30,2,9,,0,,99.8,114.6,119.9,121.4,103.5,114.9,123.9,114.1,106.0,143.0,125.36060912612724,107.86556481438835,108.76462537773358,118.51584625510557,103.92391022743047,116.25853509741646,119.3207612972504,115.74191093003611,110.83328118245032,136.19975320010465,0.11264971443718519,-0.10420001062768947,-0.09222497000996555,0.031645588157817706,-0.15790676097157252,0.00390225473467698,0.04141070703597016,-0.0025230118457812978,-0.0650432194908026,0.2322897085801543,6.8572905703205596,0.0641793969495792,-0.0128612172928673,0.124409550571031,0.047368936328585,0.541109660082291,-0.132805897301265,1.14903696248577,0.437495822992328,0.602173424277183,0.897404268669173,0.28151416521579303,0.672539435136604,0.522993403430271,0.677673932413342,0,0,0,0
SUN domain-containing protein 2,Sun2,Sun2,SUN domain-containing protein 2 OS=Mus musculus GN=Sun2 PE=1 SV=3,Q8BJS4,223697,ENSMUSG00000042524.13,15,False,False,False,17,10,27,0,10,,0,,42.3,63.4,73.1,71.5,72.1,63.7,58.2,67.5,64.8,69.6,53.13380527089361,59.67431770708745,66.31104349551562,69.80134272850123,72.39530364635495,64.45316523677484,56.04897746166242,68.47133205764626,67.75468510021491,66.29022952956142,-0.27183961854132743,-0.10435949000638889,0.04777950176704504,0.12178513280668568,0.17442645512136057,0.006781553583661726,-0.19478160295754954,0.09403042304252907,0.0788510531820581,0.04732659200192835,6.00339775108176,0.113464412549506,0.21047091609745897,-0.0379088912452428,0.0590976123027103,0.9118181363184961,2.07150639395726,-0.33371848450046004,0.520246437377173,0.386726950428973,0.0696557839406254,0.746589966405408,0.6160261890857951,1.71331579750911,0.236339914995582,0,0,0,0
Sulfurtransferase,Mpst,Mpst,Sulfurtransferase OS=Mus musculus GN=Mpst PE=1 SV=1,Q3UW66,246221,ENSMUSG00000071711.11,15,True,True,False,26,7,42,0,7,,0,,455.2,511.7,511.2,472.1,497.2,484.7,515.1,411.2,439.9,493.6,571.7850628678669,481.6301004844897,463.7237405596114,460.88411051923674,499.2364073920621,490.43091350494126,496.06234176120813,417.1172109941354,459.9581169071688,470.12725999700456,0.2534360026344338,0.005888629853375349,-0.04877134124926741,-0.057632899265943394,0.057686218922151866,0.0320129904828903,0.04848451084658656,-0.20158408771265712,-0.06053443180331364,-0.02898559270825274,8.90589311909264,0.0317897761772521,-0.0594956603664798,-0.0554487823021521,-0.146734218845884,0.273606322788844,-0.6271473304256721,-0.5227828057950779,-1.38344114062579,0.790848721773562,0.5468601635469129,0.6143332666482391,0.20140456826664,0.761673020294749,0.544581298525654,0,0,0,0
Ras-related protein Rab-5C,Rab5c,Rab5c,Ras-related protein Rab-5C OS=Mus musculus GN=Rab5c PE=1 SV=1,Q8C266,19345,ENSMUSG00000019173.11,11,False,False,False,26,5,24,0,2,,0,,118.9,171.9,194.5,181.0,159.6,160.4,174.3,184.8,159.5,173.9,149.352469189344,161.79834722158253,176.43636060024338,176.69990257145065,160.25368185795077,162.29651026654133,167.85802013003024,187.45929132226712,166.77272026981913,165.63032924124613,-0.16248146984473788,-0.04700568859685106,0.07794534775904616,0.08009868518238505,-0.06084505582623301,-0.04257058014683501,0.006038910330734559,0.16537477459127636,-0.003319238979450745,-0.013235684469329101,7.38505874901088,-0.0939843041853949,0.0360749532972857,-0.000505144794163748,0.129554112688517,-0.98360079216803,0.462396934712319,-0.005791219741390611,1.48526985460108,0.352190367359358,0.655279625416631,0.995511495021016,0.17320231131425398,0.7585699863626899,0.5461355293797759,0,0,0,0
Plastin-2,Lcp1,Lcp1,Plastin-2 OS=Mus musculus GN=Lcp1 PE=1 SV=4,Q61233,18826,ENSMUSG00000021998.16,14,False,False,False,19,9,36,6,7,,0,,311.7,212.9,233.9,259.4,183.3,203.4,221.4,264.5,185.1,252.1,391.5320828117621,200.38899431922584,212.1771966292901,253.23731893389112,184.05075115640585,205.80492636043957,213.2172441582828,268.30618265551755,193.54000327237316,240.1115928793453,0.7639689420004174,-0.202358311657175,-0.11989197379663707,0.13532843942895934,-0.3250579495432495,-0.16388407077881162,-0.11283746504795467,0.2187187121420493,-0.2525297957956658,0.05854347304806673,7.84901777704544,-0.149933784920846,-0.26511074581323396,0.0208780322572304,-0.0942989286351574,-0.48792655907107896,-1.05664211140621,0.0744277930411322,-0.33616487693793,0.6378075575907571,0.31947124249320896,0.9423735095675309,0.7448082406619839,0.462939343062438,0.715423980767802,0,0,0,0
"Eukaryotic translation initiation factor 2 subunit 3, Y-linked",Eif2s3y,Eif2s3y,"Eukaryotic translation initiation factor 2 subunit 3, Y-linked OS=Mus musculus GN=Eif2s3y PE=1 SV=2",Q9Z0N2,26908,ENSMUSG00000069049.11,Y,False,False,False,27,9,40,1,1,,0,,2.5,7.9,2.1,7.5,5.2,5.0,5.9,6.9,2.6,6.2,3.1402958197927666,7.43575883100932,1.904968417791831,7.321819167325303,5.221297905146265,5.059118150453283,5.6819410141547815,6.999291721448285,2.718552179946895,5.905164124759782,-0.5880047856721293,0.6555747242457306,-1.3091381751922078,0.6332968878512379,0.14550322023605355,0.0999806773165095,0.2674785997104312,0.5683036840969278,-0.7960667353470505,0.32307190275449926,2.2389052548673396,-0.6543885581999549,0.706783007340803,-0.52942434476421,0.831747220776548,-1.13696302462374,1.50398108040158,-1.00763947915628,1.58304268517578,0.286260552470182,0.168415240927982,0.34115394209881394,0.14946157435550197,1.24006281143874,0.35361258954785707,0,0,0,0
