Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,DFC_126_2_Proteins,DFC_127N_2_Proteins,DKO_127C_2_Proteins,DKO_128N_2_Proteins,DKO_128C_2_Proteins,S3FL_129N_2_Proteins,S3FL_129C_2_Proteins,S3KO_130N_2_Proteins,S3KO_130C_2_Proteins,S3KO_131_2_Proteins,DFC_126_2_Proteins_norm,DFC_127N_2_Proteins_norm,DKO_127C_2_Proteins_norm,DKO_128N_2_Proteins_norm,DKO_128C_2_Proteins_norm,S3FL_129N_2_Proteins_norm,S3FL_129C_2_Proteins_norm,S3KO_130N_2_Proteins_norm,S3KO_130C_2_Proteins_norm,S3KO_131_2_Proteins_norm,DFC_126_2_Proteins_norm_log2,DFC_127N_2_Proteins_norm_log2,DKO_127C_2_Proteins_norm_log2,DKO_128N_2_Proteins_norm_log2,DKO_128C_2_Proteins_norm_log2,S3FL_129N_2_Proteins_norm_log2,S3FL_129C_2_Proteins_norm_log2,S3KO_130N_2_Proteins_norm_log2,S3KO_130C_2_Proteins_norm_log2,S3KO_131_2_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
Sodium/potassium-transporting ATPase subunit beta-2,Atp1b2,P14231,Sodium/potassium-transporting ATPase subunit beta-2 OS=Mus musculus GN=Atp1b2 PE=1 SV=2,11932,Atp1b2,ENSMUSG00000041329.13,False,False,False,38,9,34,6,9,11,,0,,277.6,328.2,327.1,320.0,267.2,304.8,270.3,293.7,313.5,266.1,299.0621594995011,302.94150147717914,297.1576768863643,299.29872150303584,274.53852517627485,320.5278536555863,261.3289713340773,306.4245993731617,319.2841075911287,289.37392044353,0.012552120342750328,0.03114597704848876,0.003335395911118866,0.01369285951196808,-0.110884644111783,0.11255647486278875,-0.1820261837321464,0.04763886295576292,0.10694748769721407,-0.034958350486155254,8.21174944643532,-0.0531345115918498,0.0746108544902899,-0.0711614629518387,0.056583903130301,-0.5776487831497221,0.8111276083073621,-0.864942115586856,0.561551314809054,0.578045117312418,0.43877529293394296,0.41013227213176795,0.588498329224848,0.36357364112604706,0.7810727927721809,0,0,0,0
Unconventional myosin-XVIIIa,Myo18a,E9QAX2,Unconventional myosin-XVIIIa OS=Mus musculus GN=Myo18a PE=1 SV=1,360013,Myo18a,ENSMUSG00000000631.20,False,False,False,8,15,36,0,14,11,,0,,139.1,160.3,186.6,160.4,144.4,159.2,129.2,142.1,146.6,138.6,149.8542737261549,147.9632013613401,169.51887039741845,150.0234841533967,148.3658796237054,167.41481070199913,124.91196114081681,148.2565051785028,149.30478524038108,150.72238020846768,-0.003157820108670606,-0.021479628726076783,0.1747278302646995,-0.0015296962232360656,-0.01755870211406485,0.1567091154977156,-0.2658064179883164,-0.018622640541709146,-0.008457644273774712,0.005175604213437879,7.23057423885072,0.0641985350598402,0.0472470910446212,0.059181370843147,0.042229926827928005,0.5600142475061479,0.41214404835788304,0.577183603567538,0.336282032786629,0.58950182250329,0.690136956925936,0.578345742394722,0.7445735554530999,0.306257464636981,0.820373829308182,0,0,0,0
Nodal modulator 1,Nomo1,Q6GQT9,Nodal modulator 1 OS=Mus musculus GN=Nomo1 PE=1 SV=1,211548,Nomo1,ENSMUSG00000030835.6,False,False,False,12,13,36,13,13,7,,0,,396.6,431.1,429.3,429.6,387.1,418.1,422.8,385.6,434.0,377.2,427.26243680656387,397.922246455856,390.00241726480033,401.8085336178256,397.7315235618862,439.674198206695,408.76762515740984,402.3061815399767,442.0073451181814,410.1910664836509,0.054545350862477804,-0.048090578417591345,-0.07709406985469514,-0.03406893140820344,-0.048782223424383986,0.09585773628274374,-0.009296198015018575,-0.032283230269987584,0.10349320820879448,-0.00428106396413952,8.68443332556618,-0.0565424611181999,-0.0209711311423053,-0.0756247128873149,-0.0400533829114202,-0.8394548459893442,-0.311346858893975,-1.25528222107407,-0.542839212721708,0.42353191364257203,0.762819037409896,0.24182917928749803,0.600777625299522,0.8441933824647191,0.5042971648274439,0,0,0,0
Microtubule-associated protein RP/EB family member 3,Mapre3,Q6PER3,Microtubule-associated protein RP/EB family member 3 OS=Mus musculus GN=Mapre3 PE=1 SV=1,100732,Mapre3,ENSMUSG00000029166.14,False,False,False,46,11,34,2,9,5,,0,,302.8,357.1,371.1,345.6,332.1,351.9,341.5,339.1,365.5,325.3,326.21045351746733,329.61733753047133,337.1299721569239,323.2426192232787,341.22097384371585,370.05824049016013,330.1659034797906,353.7915616187918,372.2435129969938,353.7517336350256,-0.07380206957787472,-0.05881295520725516,-0.026300189802229923,-0.08698765542738407,-0.00889875641122373,0.10814725879103548,-0.056413944417485595,0.04329455432824503,0.11664162351951646,0.04313213420465978,8.423461273763419,0.025578645178955,0.0418227801640345,-0.108418304564418,-0.09217416957933901,0.385544313034418,0.630390504841857,-1.8270666146476102,-1.26828067336668,0.709029762056018,0.54453178243931,0.101876085113874,0.23736699362864602,1.82092335262732,0.215233338747082,0,0,0,0
DnaJ homolog subfamily A member 4,Dnaja4,Q9JMC3,DnaJ homolog subfamily A member 4 OS=Mus musculus GN=Dnaja4 PE=1 SV=1,58233,Dnaja4,ENSMUSG00000032285.15,False,False,False,25,10,38,6,9,9,,0,,314.2,351.5,416.3,369.6,371.0,308.3,381.9,291.9,326.0,342.2,338.491824620833,324.4483173955773,378.1924209348623,345.69002333600645,381.18934446256725,324.2084556496629,369.22506160741443,304.54661408589,332.0147338906155,372.1298593603005,-0.03201456730834629,-0.09314687287236012,0.12798489460152673,-0.001656589213730797,0.13937223455529768,-0.0942138388903917,0.0933649239886396,-0.18447249223385498,-0.05988829124077988,0.10467059861400507,8.43499174680236,0.15114756673805402,-0.0461389375026631,0.13513024160124099,-0.0621562626394763,1.5538141425472798,-0.474313514672635,1.55312163586056,-0.5833002734873941,0.155570505432751,0.646876788622581,0.15573429923287102,0.574399743807853,1.11169560920651,0.39538134039331707,0,0,0,0
Small muscular protein,Smpx,Q9DC77,Small muscular protein OS=Mus musculus GN=Smpx PE=1 SV=2,66106,Smpx,ENSMUSG00000041476.12,False,False,False,81,6,48,5,6,X,,0,,779.4,848.1,921.4,940.0,916.9,793.7,834.9,852.2,837.3,864.9,839.6579506985272,782.8296386434969,837.0562014157629,879.1899944151678,942.0822370289162,834.6553721996025,807.1903742760678,889.1217010071788,852.7482720448232,940.5468011710225,-0.03299253445328887,-0.1340958962997103,-0.03746978395426481,0.03338069280278866,0.13305872722727052,-0.04161364087330277,-0.0898853046008945,0.04958663042231315,-0.010674348591779292,0.13070545832087,9.74665046482214,0.126534094068436,0.122288719454238,-0.0135493680252043,-0.0177947426394027,1.7231561681105398,1.66534215753692,-0.20629615072039,-0.22121683127343802,0.11987967613029599,0.13112587440235102,0.8412746569175601,0.82999411118461,1.9441518132328501,0.19486581916812803,0,0,0,0
Collagen alpha-1(IV) chain,Col4a1,P02463,Collagen alpha-1(IV) chain OS=Mus musculus GN=Col4a1 PE=1 SV=4,12826,Col4a1,ENSMUSG00000031502.11,False,False,False,6,8,34,2,8,8,,0,,75.2,101.8,110.3,100.5,86.8,94.1,87.6,101.4,99.3,80.9,81.01395675202623,93.96540173789408,100.2032765532436,93.9985047220472,89.18392210067611,98.9556136121741,84.69262999950118,105.79317118297105,101.13209532312307,87.97576160797286,-0.2050342347237608,0.008924945444582555,0.10165307325383566,0.009433101637647212,-0.06642105830724443,0.08357684593211623,-0.14096827483155572,0.17996989546836417,0.11496431337029911,-0.08609860724428575,6.545132800601209,0.112943016834336,0.0983075816478483,-0.0547234950033797,-0.0693589301898676,1.02991250614454,0.8964538988404559,-0.5579172389081071,-0.57736800086522,0.33064882768114695,0.393979830380816,0.590872379232391,0.578226564171905,0.8333564056737809,0.5093446741723769,0,0,0,0
Peptidyl-prolyl cis-trans isomerase FKBP4,Fkbp4,P30416,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus GN=Fkbp4 PE=1 SV=5,14228,Fkbp4,ENSMUSG00000030357.10,False,False,False,29,12,30,5,12,6,,0,,423.9,471.0,481.1,479.0,501.3,410.4,453.2,431.5,448.2,461.4,456.6730886593606,434.75151491697557,437.06071033332273,448.01277374985676,515.0679740676145,431.57687381972636,438.158674837602,450.1948063654044,456.4693365943984,501.7554561918254,0.0015005780953245562,-0.06947014268934026,-0.06182750481369759,-0.02612133036347508,0.1751016414722475,-0.0800436377477407,-0.05820777517058673,-0.019111784027032286,0.000856752793945148,0.13732320245034657,8.83351738715958,0.0630357177287006,0.10881509686492098,-0.0106384549740621,0.0351409241621585,0.743546880756239,1.28354413606148,-0.14029920828350198,0.37839397233224603,0.47661990014096706,0.23221492965000498,0.8915966544064879,0.714145277524163,0.7391382871246321,0.5555062694804721,0,0,0,0
Heat shock protein beta-7,Hspb7,P35385,Heat shock protein beta-7 OS=Mus musculus GN=Hspb7 PE=1 SV=3,29818,Hspb7,ENSMUSG00000006221.7,True,False,False,63,6,27,6,6,4,,0,,75.4,82.4,131.6,85.5,89.2,82.8,121.6,82.9,78.2,83.7,81.22941940296248,76.05843912772568,119.55350130921902,79.9688771515924,91.649836997469,87.07252717415533,117.56419872076877,86.49165573045661,79.64279812958937,91.02065817784089,-0.1474136126357486,-0.24230761295090808,0.41016853189467994,-0.16997731415839823,0.02671636966556612,-0.04719834880011042,0.38596093950784205,-0.05685498954224055,-0.17587203635373694,0.01677807337306536,6.491344040104231,0.2838298085939461,-0.241364279528167,0.160952179974919,-0.3642419081471939,1.63446581748321,-1.38992330088428,1.0362623222053,-1.9147722616468799,0.137519172860539,0.19885730873960997,0.32783899985120196,0.088681664427884,1.59003097853563,0.26061207179386603,0,0,0,0
Dual-specificity protein phosphatase 3,Dusp3,B1AQF4,Dual-specificity protein phosphatase 3 OS=Mus musculus GN=Dusp3 PE=1 SV=1,72349,Dusp3,ENSMUSG00000003518.13,False,False,False,56,8,68,0,8,11,,0,,183.8,187.4,175.2,197.8,184.6,171.3,178.5,164.7,170.2,162.0,198.01017621040455,172.97756665698773,159.16241207731892,185.00402222906405,189.6699541449863,180.13917759580687,172.57573578665483,171.8356537853583,173.34020769381215,176.16901582807913,0.15701011988842062,-0.03797950797114158,-0.15806478773559007,0.05899218133125039,0.09492670189483476,0.020547524288361707,-0.041334820515483095,-0.04753504680783838,-0.034958117471328265,-0.01160424690149231,7.47242064560043,-0.0608972741284726,-0.0209721556133236,0.0299838355570516,0.0699089540722007,-0.6783262808289631,-0.23360592935802102,0.373407454877395,0.7108581906707521,0.515082837475533,0.8206587075078822,0.717721752326673,0.495662816359931,0.353520890863322,0.7879113527294042,0,0,0,0
"Acyl-Coenzyme A dehydrogenase family, member 8",Acad8,A0A0R4J0P1,"Acyl-Coenzyme A dehydrogenase family, member 8 OS=Mus musculus GN=Acad8 PE=1 SV=1",66948,Acad8,ENSMUSG00000031969.16,True,True,False,27,11,36,0,11,9,,0,,249.6,278.3,292.1,260.3,273.9,273.1,324.4,259.1,272.2,227.0,268.89738836842747,256.88183991803464,265.3615329211465,243.46080377262572,281.4225375964883,287.19211559494954,313.63343803468246,270.3255488511617,277.2221182976244,246.85411477144422,-0.008248431322206429,-0.07419927108256097,-0.027344923291424905,-0.1516146518075887,0.057433696170598125,0.08671196818580817,0.21377520600148792,-0.0006063051379392448,0.035738193562863785,-0.13164548127904308,8.07916036438427,0.000715224892914534,-0.18241478471168499,-0.00833742869143173,-0.191467438296032,0.00855207456531158,-2.18116686950381,-0.11145921921457701,-2.08993683850666,0.993368113522481,0.0578733751257795,0.913764323862596,0.0670312519408723,2.2467955566959903,0.15384518998115898,0,0,0,0
Eukaryotic peptide chain release factor subunit 1,Etf1,Q8BWY3,Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus GN=Etf1 PE=1 SV=4,225363,Etf1,ENSMUSG00000024360.7,False,False,False,26,8,30,8,8,18,,0,,215.8,260.9,271.9,273.4,254.5,245.3,226.2,237.7,257.9,233.5,232.48420036020295,240.82095592747118,247.010615546935,255.71334518415622,261.48972551407917,257.95761975628386,218.69261308090375,247.99839043582068,262.6582818110115,253.92262466578072,-0.09035669637623656,-0.03952843127651562,-0.002916325775641937,0.04703808371456031,0.07926489074847876,0.059644692298326696,-0.17858487990576322,0.002841386944602675,0.08569770416828515,0.03689957545990552,7.951345560064071,0.106071446722176,0.10128298266132,-0.000684005961798739,-0.00547247002265472,1.37862631723845,1.31638993999041,-0.009939464020127929,-0.0649293179156086,0.202193717765246,0.22144489052346603,0.992292269845909,0.9496878923303199,1.21195697421131,0.361521942078494,0,0,0,0
Echinoderm microtubule-associated protein-like 2,Eml2,E9QK48,Echinoderm microtubule-associated protein-like 2 OS=Mus musculus GN=Eml2 PE=1 SV=1,72205,Eml2,ENSMUSG00000040811.15,False,False,False,12,8,30,0,8,7,,0,,147.1,148.8,155.8,184.9,150.9,134.6,154.1,145.8,159.4,142.6,158.4727797636045,137.3482492986114,141.5382637080268,172.9385425184729,155.04439913585284,141.5454366864892,148.9855511749216,152.1168082690057,162.34094657105558,155.07223245113633,0.058255946343940046,-0.14814058803257346,-0.10478698278537024,0.18428032646605974,0.02670230126546702,-0.10471387069559679,-0.030806686427435892,-0.0007995357175323292,0.09304782132290512,0.026961268260132343,7.2498352991107,0.0803408691597056,0.107496796516688,-0.0043379696397840605,0.0228179577171979,0.8396688622932671,1.12348439561826,-0.0506889199118295,0.21769961982183803,0.42341815104447705,0.291078336321807,0.960710419724088,0.832649630704744,0.658982616032243,0.5980950153135141,0,0,0,0
"DnaJ homolog subfamily A member 3, mitochondrial",Dnaja3,Q99M87,"DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus GN=Dnaja3 PE=1 SV=1",83945,Dnaja3,ENSMUSG00000004069.16,True,True,False,29,11,32,0,11,16,,0,,181.5,276.5,239.8,230.3,214.2,247.3,232.1,188.4,208.1,218.7,195.53235572463777,255.22036916039013,217.84900922454955,215.4015486317161,220.08290453876523,260.0608208957562,224.39679706488843,196.56246006776868,211.93946663385609,237.8281713679068,-0.1866942372129099,0.19764188079633183,-0.03077304261794822,-0.04707297233042329,-0.0160545096960929,0.2247474738988915,0.011950489217128712,-0.17911377561681885,-0.07044932811736437,0.09581802167920461,7.79795778429584,-0.0367739966731957,-0.16959734224300102,0.0199481858035035,-0.112875159766301,-0.297150831623114,-1.3704246437078402,0.18021649080672197,-0.832614313526794,0.7732772340573589,0.20464596419067999,0.861082800876348,0.42717916986882204,0.7053761872036719,0.57306691946756,0,0,0,0
NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,Ndufs5,Q99LY9,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Mus musculus GN=Ndufs5 PE=1 SV=3,595136,Ndufs5; BC002163; LOC100504968; LOC102641315,ENSMUSG00000028648.13,True,False,True,69,9,73,2,9,4; 16; 7,,0,,896.9,1100.2,1160.2,1044.3,1088.5,932.9,1194.6,1005.2,939.3,874.6,966.2422581235681,1015.5278486447061,1053.9967493841634,976.7426714550635,1118.3951521496076,981.038171506878,1154.952235130184,1048.750450425271,956.6301826486354,951.0951928594939,-0.07840496305814071,-0.006632014915744833,0.04700859971839577,-0.06281138691376675,0.132568194393885,-0.056480640968102236,0.17897137007896902,0.03980961241571812,-0.09282860222820943,-0.10120016852301639,9.994646102531169,0.0814402913864498,-0.112651750667263,0.0903281885113394,-0.103763853542373,0.891836065916437,-1.23362640805098,1.1059207831281899,-1.03729236533674,0.396318163571869,0.249417461105813,0.298207921873016,0.327384925179967,0.7858155162429928,0.532120562375693,0,0,0,0
Adenine phosphoribosyltransferase,Aprt,P08030,Adenine phosphoribosyltransferase OS=Mus musculus GN=Aprt PE=1 SV=2,11821,Aprt,ENSMUSG00000006589.8,False,False,False,66,9,37,7,9,8,,0,,181.6,208.0,226.5,241.0,204.8,199.6,221.1,172.5,188.5,173.8,195.6400870501059,191.99217643891916,205.76647451776677,225.40934963197387,210.42473785965979,209.89947371934062,213.7618777727136,179.97359003020222,191.9778445962608,189.00107994395157,-0.03869116930050254,-0.06584565779267759,0.03411476240603051,0.1656541764986601,0.06641113905825691,0.06280536835081918,0.08911140519347693,-0.1591079651721028,-0.06595335619206821,-0.08849870304988361,7.65074937079123,0.140995106200909,-0.18047839491016396,0.193246700792333,-0.12822680031874,2.2716054790073597,-2.9077300749445403,3.4809353964440204,-1.8858930100197802,0.0500047227650473,0.0178679830587022,0.0072212596317631,0.0928372121205319,5.29194364341216,0.0232482857087105,0,0,0,0
Spliceosome RNA helicase Ddx39b,Ddx39b,Q9Z1N5,Spliceosome RNA helicase Ddx39b OS=Mus musculus GN=Ddx39b PE=1 SV=1,53817,Ddx39b,ENSMUSG00000019432.15,False,False,False,27,10,31,2,10,17,,0,,119.3,134.2,127.5,140.3,127.9,99.7,132.0,122.9,116.9,107.5,128.52347128346713,123.87187537549494,115.82881015900779,131.2237832089873,131.41271470825433,104.8445768026967,127.61903150609768,128.2246621142716,119.05681715280048,116.90227902171918,0.06955869879168741,0.016375513066928526,-0.08047901309346894,0.09955606668911265,0.10163171562777062,-0.22422091490036777,0.05937033731094399,0.06620061633554197,-0.040822922128560535,-0.06717009769958349,6.936329343103349,-0.0027308495215026,0.0684944876305122,0.0541670575720063,0.125392394724021,-0.0281214937824477,0.7053363039108621,0.6236355553651121,1.17874859999172,0.9781955006982601,0.49892640813257394,0.5487599224333011,0.269525175894672,0.669226505808876,0.5924788140324829,0,0,0,0
Ras-related protein Rab-11B,Rab11b,P46638,Ras-related protein Rab-11B OS=Mus musculus GN=Rab11b PE=1 SV=3,19326,Rab11b,ENSMUSG00000077450.12,False,False,False,49,10,34,0,10,17,,0,,70.9,94.2,95.9,86.4,84.4,78.0,74.3,91.8,90.3,74.8,76.38150975689707,86.95030298339512,87.12143446469685,80.81065480581968,86.71800720388323,82.02484443942168,71.8340457644171,95.77724965085544,91.96604438749257,81.3422369379032,-0.13406026482835287,0.05290735331520047,0.05574400701411353,-0.052738177931646035,0.04904790228899092,-0.031222748713281234,-0.22261592956060383,0.19239930621236034,0.13381758765631258,-0.043279035453097414,6.38921179626768,0.0579276995470641,0.22123195860880301,-0.0769613756813721,0.0863428833803663,0.597025319263349,2.28010229566194,-0.886817584796335,0.812348517425711,0.5656003946387851,0.0493218664643555,0.398870549962976,0.438110710171632,1.86176239958354,0.208214835421969,0,0,0,0
Mitochondrial uncoupling protein 3,Ucp3,P56501,Mitochondrial uncoupling protein 3 OS=Mus musculus GN=Ucp3 PE=1 SV=1,22229,Ucp3,ENSMUSG00000032942.14,True,False,False,40,10,29,8,10,7,,0,,220.7,276.7,314.4,283.9,270.8,226.3,284.3,252.6,235.8,248.7,237.7630353081408,255.4049770223506,285.62021893327096,265.5340844834746,278.2373975214642,237.9772089312965,274.8643231604816,263.5439353137918,240.15053451351883,270.45206318792145,-0.1313276694447172,-0.028065469344090488,0.1332460025981277,0.028044951972814758,0.09546423550034078,-0.13002869485246116,0.0778675519218659,0.01719138492964234,-0.11691308850124482,0.05452079521971065,8.024708297924139,0.16528163275150304,0.0110136020146694,0.100652032807726,-0.0536159979291071,1.96277748058422,0.130790394883206,1.33636172722051,-0.581232972002776,0.0821616129415546,0.8988955262724921,0.21510438026885603,0.575731723973973,1.43840255277252,0.29655846604445396,0,0,0,0
DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,Ddx5,Q8BTS0,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 OS=Mus musculus GN=Ddx5 PE=1 SV=1,13207,Ddx5,ENSMUSG00000020719.14,False,False,False,20,10,36,0,9,11,,0,,172.2,183.9,178.9,184.0,173.6,161.9,186.0,161.2,177.1,165.3,185.5133424561026,169.746929072679,162.52371872507055,172.0967648642456,178.36784420135223,170.25413224028682,179.82681712222856,168.18401572677448,180.36751341112884,179.75764392828077,0.08802640529816497,-0.040111071916455465,-0.10284626598291968,-0.020276569181549853,0.031359005995474476,-0.03580673219113617,0.043111635865384024,-0.05345594870429071,0.04744296689655858,0.04255657392076895,7.447352736298491,-0.0545456097471853,0.00852874553389249,-0.0427691404273451,0.0203052148537326,-0.770919738075588,0.120540925357261,-0.675825995248204,0.261978909728917,0.46104189039322796,0.9067742091618091,0.51659449736833,0.799394056092334,0.245623341670809,0.8623791758928471,0,0,0,0
Mitochondrial import inner membrane translocase subunit TIM44,Timm44,O35857,Mitochondrial import inner membrane translocase subunit TIM44 OS=Mus musculus GN=Timm44 PE=1 SV=2,21856,Timm44,ENSMUSG00000002949.15,True,True,False,23,11,32,11,11,8,,0,,246.5,284.5,327.1,307.5,315.9,257.2,332.4,286.7,270.3,252.6,265.5577172789158,262.6046836388101,297.1576768863643,287.6073651943235,324.5760482903638,270.4716665361443,321.3679247926278,299.12132325599407,275.2870631001024,274.69316912452337,-0.11247413832782627,-0.12860694662886907,0.04972905855352927,0.0026010274936183464,0.1770569478034485,-0.08602212266017517,0.162726349145915,0.0592311645138448,-0.06056278081508104,-0.06367855907841324,8.165355783792911,0.19700288709521802,-0.0600221717027516,0.0981324030767503,-0.158892655721219,2.2191505295397,-0.6761232593200761,1.23589510465653,-1.63390714651587,0.0544308679486475,0.516414631141641,0.24861340591752998,0.13763741654107098,1.7958519504901103,0.21968111207528895,0,0,0,0
Ras-related protein Rab-1B,Rab1b,Q9D1G1,Ras-related protein Rab-1B OS=Mus musculus GN=Rab1b PE=1 SV=1,76308,Rab1b,ENSMUSG00000024870.5,False,False,False,42,8,58,3,3,19,,0,,148.7,170.3,185.8,191.6,173.4,162.3,186.2,188.9,170.2,160.8,160.19648097109442,157.19359445936507,168.7921013924992,179.2051094999427,178.16235129328615,170.6747724681813,180.0201792911772,197.08412264756637,173.34020769381215,174.86406015527857,-0.11620721507745646,-0.14350724168104723,-0.040802276683370664,0.045562100579059184,0.03714283174163402,-0.02479984297692628,0.05210896239758789,0.18276188412491567,-0.002443333200589315,0.01018413077618785,7.43990586132969,0.14382478025836198,0.0498463341898425,-0.0495333420210642,-0.143511788089584,1.9894239161649099,0.689488203578573,-0.7660308370689308,-1.8121350811688,0.0787422053943199,0.508367525117385,0.46379939167874107,0.104298270190716,2.48630728946581,0.128568440352953,0,0,0,0
Methylthioribulose-1-phosphate dehydratase,Apip,Q9WVQ5,Methylthioribulose-1-phosphate dehydratase OS=Mus musculus GN=Apip PE=1 SV=1,56369,Apip,ENSMUSG00000010911.12,False,False,False,58,9,39,9,9,2,,0,,476.5,485.5,492.0,507.1,425.8,423.9,485.8,424.2,506.4,412.5,513.3397658555917,448.1355849091118,446.9629380253477,474.2949427318421,437.49440127267155,445.77348151116473,469.6767083762292,442.57853270035815,515.7431326448088,448.5785125252015,0.14741611275861644,-0.04856261996184763,-0.05234270174823408,0.033286575000701646,-0.08323335593671999,-0.05618711537861465,0.019170140565845983,-0.06656443564171077,0.15415479563297652,-0.04713739529101346,8.8563541002385,-0.0835232406264641,0.0319928089731381,-0.0475808157948343,0.0679352338047678,-0.929574834159742,0.3560650888596649,-0.5920575341312829,0.690210358780863,0.37749727157253005,0.730216610782334,0.568776497938338,0.5079349268922679,0.330459725689035,0.8036945423352291,0,0,0,0
Quinone oxidoreductase,Cryz,P47199,Quinone oxidoreductase OS=Mus musculus GN=Cryz PE=1 SV=1,12972,Cryz,ENSMUSG00000028199.18,True,True,False,41,9,29,1,9,3,,0,,77.1,83.8,95.9,87.2,83.6,78.1,86.6,77.1,75.2,75.5,83.06085193592051,77.35069416144916,87.12143446469685,81.55890160957728,85.89603557161892,82.1300044963953,83.72581915475801,80.44036980480342,76.58744781771254,82.10346108037021,0.019658950211910664,-0.0830954802334869,0.08851798937885835,-0.00666737295344344,0.06808182802743357,0.0033996580438326873,0.03116286699227011,-0.026590004921668076,-0.0974017557821627,0.0029333212364512917,6.356437813902941,0.0816957464950727,-0.0576340756738425,0.0903302946400766,-0.0489995275288386,1.2976507138329099,-0.915456466803597,1.6041567305987798,-0.7104927225460191,0.227536780895975,0.384461243508469,0.144068719952333,0.495878402654335,1.05038498211579,0.417838867111923,0,0,0,0
Proteasome activator complex subunit 1,Psme1,P97371,Proteasome activator complex subunit 1 OS=Mus musculus GN=Psme1 PE=1 SV=2,19186,Psme1,ENSMUSG00000022216.16,False,False,False,46,10,27,0,10,14,,0,,114.5,141.9,130.9,138.7,125.5,125.3,131.0,131.5,122.4,120.0,123.35236766099739,130.97927806097417,118.91757842991467,129.72728960147208,128.94679981146143,131.7655513879428,126.65222066135452,137.19725848679184,124.65829272457466,130.49556728005862,-0.05535668062907284,0.031196496217456904,-0.10818009760428726,0.0173399106829768,0.008633880874429067,0.03983115531345849,-0.017269715219898174,0.09810956543270599,-0.04016322867740385,0.025858713609635764,7.001998277813191,-0.0153220098098172,0.0166542967415335,-0.0553371188039389,-0.0233608122525881,-0.22121713457585604,0.24045251564696699,-0.8932531910943249,-0.307893373860364,0.8299938822873231,0.8155124040227639,0.39559952518184005,0.7653586158702429,0.297628197669929,0.826341661366335,0,0,0,0
Starch-binding domain-containing protein 1,Stbd1,Q8C7E7,Starch-binding domain-containing protein 1 OS=Mus musculus GN=Stbd1 PE=1 SV=1,52331,Stbd1,ENSMUSG00000047963.7,False,False,False,38,12,49,10,12,5,,0,,127.0,158.1,148.9,136.9,140.1,120.0,163.2,151.4,113.0,163.2,136.81878334451238,145.9325148797746,135.2698810405981,128.04373429301754,143.94778210028483,126.19206836834105,157.7835298620844,157.9594291627398,115.08486174736059,177.4739715008797,-0.047635491228767535,0.04539956524036004,-0.06406115024234538,-0.14326513965764232,0.02564376319219619,-0.16428056278743774,0.15804482105186857,0.15965226196385718,-0.29720372334242207,0.32770565581033395,7.143757987088111,-0.0594428792417254,0.066502602345043,-0.12394557371318599,0.00199990787358217,-0.348748794556996,0.390167883833882,-0.813015651745583,0.0107110548947946,0.7355135674917119,0.7057301532575959,0.437747854431331,0.9916939508648291,0.220655649052839,0.879601847126976,0,0,0,0
60S ribosomal protein L12,Rpl12,P35979,60S ribosomal protein L12 OS=Mus musculus GN=Rpl12 PE=1 SV=2,269261,Rpl12,ENSMUSG00000038900.17,False,False,False,67,9,36,5,9,2,,0,,345.9,350.2,389.4,359.7,354.4,309.9,299.3,323.1,318.3,310.7,372.642654794227,323.2483662928341,353.754813144452,336.4304691395062,364.13343309308306,325.89101656124075,289.36648583162906,337.09835906526575,324.17266809013165,337.8747729492851,0.15062588465375804,-0.0545238595153279,0.07558283906497465,0.003141432388963139,0.11730027048552216,-0.04277735452797771,-0.21426909825239981,0.006002666412614488,-0.05040447983992635,0.009321699129804628,8.39102312791898,0.0172905014106099,0.11682985495768801,0.0770348854123242,0.176574238959402,0.211376920595874,1.4282486313245402,1.05291285116582,1.97054655225174,0.8374289589020291,0.18788962223692604,0.32055782867193294,0.0811502812363049,2.11195505399884,0.17070016699622798,0,0,0,0
